0,1,2,3,4,5,6,7,8,9
214491655.88734624,240241880.02289116,227506567.35965577,260981687.85782903,221367693.056472,276879568.60967314,251928228.209034,231803264.7621623,263282745.46845397,214330719.14475858
273095631.2361365,207642337.75108963,291604265.3331601,237863868.03327328,205922949.14775166,238939425.08298758,269630482.3424497,289001495.7044844,209558926.19408533,251308380.51933685
283355753.0430787,260007821.2509687,264426492.00309458,284336881.7957759,248944142.2423002,220396467.20885187,263038289.90668866,218499050.37934592,244422789.51063487,259259727.24236342
279975446.68264604,273845687.1725599,292298842.3721829,253618808.744967,249047783.83042565,284413995.21283156,257625833.62193853,276337945.8405732,256227653.98803163,239264062.44321638
243415670.7681749,247616314.8888061,225891095.80234137,247180233.22902626,268833305.18819505,245707020.02543086,245055480.66475135,277639213.82475597,233318438.50152624,201270176.85680303
275639561.9213042,297062877.9420419,232276578.69850543,277928887.76035947,206746753.96384484,261132303.62990025,297886855.40914375,243364099.5178551,276425872.21879315,291612474.1623357
273604988.57141125,221235376.70243785,252101421.83056697,250222488.6610717,236053661.30963814,279429656.4070832,211053199.99425694,247920839.01180294,241709533.34533033,290685819.8417508
222225648.07615024,219375278.7408013,270461085.235523,270175989.9884041,226585462.30014944,237237594.37309682,226276841.09443608,269894494.7853475,212151937.67712158,237950816.712733
241781250.64058232,274513093.5401746,201511696.54042852,289154068.4641315,231405236.2735536,287357104.0453232,256322275.20461744,238404159.13779557,211917871.40241826,232213298.05066237
276457090.9508983,249029738.08763003,230675772.71771985,247098091.2870307,273723820.0287185,258728572.4716246,249877429.19273165,208960270.87610164,237673760.07124808,261903821.5886362
218693310.49883676,266541298.7470701,206999927.18478128,230390201.50963846,222246384.27463496,282722205.3985528,237051638.85305193,281958151.2407454,203087696.3737808,291669626.0581856
239322962.81411186,283467095.77808744,288288448.24551886,216189820.81895322,200646693.31452346,257407552.77966368,266076446.18007532,274201680.0681314,254802898.04797634,280263178.61784774
262985804.07969546,259795169.629455,270581588.53745973,207102801.55447122,201356992.78473487,286489071.08099365,285555270.6289651,249296556.57415313,299779846.3375319,243073246.27367964
200829517.47298917,231634810.42511958,251205217.31412876,230010875.88055915,275385624.4722302,201148939.93492213,236846211.86440712,299612051.1506962,272777677.34679115,273721847.7836349
256424276.67397225,235596517.5187073,285396431.86381567,242099111.9590588,271652618.3277849,205244485.67708308,234827742.01733977,247903377.01532793,242806625.0203406,201649964.83194894
252828651.4691289,215224612.18366423,288366527.2302348,296456613.3705254,270371005.9716447,232693904.4164365,299998839.6624419,254535646.22328612,208811164.79924476,265791076.76293385
280845101.3585234,203579325.09307966,228680949.7956802,275094660.3512501,227819428.25433657,282697538.3377094,214838197.31830183,273467305.14280254,224964952.6740881,213643927.86795962
293470645.06485,217019518.83095104,216487212.67526677,287260418.37116385,289463646.87269247,231008618.0654185,226642483.91821608,255325545.21480852,247066833.2004447,298340845.406475
230152654.80364442,245111457.16686803,247008526.90864804,264525456.1770165,276592893.7533955,288451239.1388627,257703463.7672328,267858280.51483968,276549588.4688174,219411832.33036909
296424047.96407115,257992907.2950734,221758207.30721453,209727840.38342315,242987841.02977154,245476935.9123071,201515707.84225532,230240270.6405647,258243809.20481226,298339072.4394833
260692538.78152195,268840036.9424755,232093135.40515515,200733931.40550503,276229412.1265089,297971384.69874203,225721917.7640798,242551713.12384048,247599358.80187136,218810546.1059032
225856007.91890407,202898433.8560913,208507128.4458146,233003513.18059352,284171239.25327486,271794310.9217849,206174208.40655196,266426443.67270228,293938457.97437924,212398070.26420367
284676861.6314318,223880398.93386722,218577544.33510923,290659071.8455553,201829369.50662512,210200768.68956736,231098687.54872185,252257334.50943598,281995043.9412938,231020317.76422116
217989408.0715666,203167946.90698746,248246187.7323596,207622109.31970656,258253039.49807835,229912025.4057554,256867184.59515402,217128773.57931858,286506001.34664726,288721662.09699744
272490251.8775176,219574935.43807748,289330815.98944336,262301458.1235313,279671488.9149076,294947516.4562958,243883501.7871787,291813900.81623906,215037145.81448552,228878845.79674074
274967828.1493768,297866234.8947096,256537777.7490486,238460388.13803723,275498672.0208645,264459808.69045308,281994918.2567371,272259561.8850005,290086957.70129025,231796661.17878997
265824404.82582158,212376385.23654643,282026950.1524974,274303164.7185723,279784132.13011855,266693777.11415887,221658438.7755828,224217698.2309513,262089303.00561118,267941989.77741542
275064203.2734432,240761046.30844814,202745565.41380543,204975618.7572657,262305194.18632227,280431647.6959387,220537721.0459733,216549567.4256716,290126865.10589445,272229857.4000476
227138464.7333495,269406476.0924164,246838413.89614436,238550000.20880085,258017756.3967475,235707868.203603,201772685.0656143,299263847.0720169,217386215.74731308,283288565.89288163
230642314.7369963,202353724.45023972,230855494.88318282,227300855.32811698,268293311.26372242,251773389.93749565,207923361.85373244,228466772.44253,215494265.73816442,242254913.5889538
238797382.36340943,293415836.11212784,242223305.6540592,222705786.53549212,238208717.5226446,287668393.1372793,266950804.33746994,204920561.77578172,203728933.28079998,224709540.38984433
252019888.0372897,284231356.1293093,291869176.589944,259788751.5541247,247447253.09586424,287942188.8108006,273581287.15350026,284228791.9039392,282163281.54958385,211533221.2019732
215358318.00496742,236901953.6912119,287481910.2018359,224268753.77115798,218907836.36675617,245501944.3438579,257562022.65699786,234921226.05067694,299808252.7047297,271355349.4918005
283391381.6602252,279615104.76960826,298237132.5529465,260368254.24351385,217180360.60711467,217630607.33499345,213722767.68694487,237025593.7324414,270008632.96273065,218938640.5385215
215248576.5004731,260854893.72952732,205981615.7223393,275369331.443692,215252329.37236202,285685793.21949095,215535410.47606948,211100175.36579546,225066195.4266922,211481012.58789513
290390135.5929193,224359995.26436797,279938457.85429883,221041578.32996294,294116596.62729245,233304110.17704287,203695475.2259785,214235347.26796734,213213104.6573656,274542566.0848141
277919311.98398924,278714903.3705746,223113521.89700115,235313560.99887243,212271889.21310255,269217240.3125803,285510165.38992864,266875238.85695907,270990895.0842482,238973453.41434503
261833364.47846043,235348032.3675119,260170963.66374707,215408174.191264,280527529.7411156,245676991.40142637,205382561.30867642,215086269.77445716,228237543.9605298,235423132.21093428
239886808.82601142,210305393.19849652,277029640.1551553,229085657.9006779,221536399.77266017,215299093.0178776,267365924.26321825,200843731.38073358,231167824.68754655,243099993.82863668
251452464.44153947,250584360.14654237,210212650.1586386,204010940.95484713,233538251.18045148,272700922.03609616,203334392.4733537,220327541.98587102,207478645.43001002,268010091.78135917
298797897.57319427,205045348.64476013,261239981.88460344,236812177.2889804,270943451.77748346,211451067.87807631,274145185.3027134,286855371.96523845,242230331.452877,242167243.79950324
260920931.0066447,241364851.91855934,220465640.62268382,291457987.5419903,212451848.05182466,222273917.69661847,231083237.278673,221704052.34375784,259152833.08287728,244023070.41550797
208730714.76017228,268500776.5014023,238345984.7684489,269672379.57529736,287615276.35299885,225963327.5310186,236320951.5910731,221802007.5737623,226793672.22774374,214655360.67161924
210649170.9395962,294756691.2256176,265873456.2687288,260782154.11902058,245851036.401967,293648687.4234458,206093236.77724737,222109916.72548613,291426925.09956884,241200886.4564031
253076721.62176943,256215727.81791678,218451917.3120806,240601980.37577817,263500290.67050737,232370481.13555226,215650199.89033613,247713923.0532179,241270862.0113119,270107312.2750322
206749784.78974766,273749541.2699548,228450287.00208917,200806048.93111485,204823446.2553042,267994984.64019597,293238757.6197266,287098265.42420805,296335488.0376948,276356690.9649358
