0,1,2,3,4,5,6,7,8,9
5589708575.849546,6896273517.156052,6689834390.400143,5409114058.24964,6560582021.411259,5744663244.588282,6410961282.122229,6617094759.84466,6895056534.483426,5470896814.20695
5515193245.599794,6762997988.97786,6229935080.116643,5286254405.966972,5230205530.707605,6015665320.189026,5933693670.159899,5199986188.362553,5180523331.64786,5490782287.841594
6504998004.514742,5374682630.67402,6500521949.346252,6960517916.698814,5540330207.192591,5756210043.874244,6048079632.053613,6345013829.92333,5410444686.285508,6221636828.345026
5919103327.7541065,5009272848.934887,5903084633.726349,5343084215.391527,6120093740.353033,6731264284.381159,6104535918.568108,5144337818.5530615,6634661997.017157,5427011252.900054
5276866354.4903965,6268634896.060867,5379920056.712337,5132588313.337285,6900523203.059789,6801181580.975563,6378379993.686894,5383074288.510036,5833920217.253612,6345096990.274024
5618476598.527593,5520216545.367347,6051726225.9040365,6531343939.78071,5394855747.139131,5530025958.563874,5822018482.826363,5319653153.235653,5833967008.268423,6762276276.024763
5244703899.458026,6308412622.6286,5422690708.483692,6843426745.371514,6393936315.37128,5125196861.8866005,5459526434.748544,5091510604.15303,6909519689.519218,5907168102.053707
5860847238.400816,5317680970.6683445,6586989131.266009,5017013251.197749,5245592390.189542,5771595116.643164,5055163044.826362,6159171909.546729,6111137357.516405,5691522224.247775
5120947048.399672,5518870676.698205,6835072421.062452,6717240037.408022,6706625545.962521,5581230765.407305,6303545327.211516,5558801140.839009,5468876563.561361,6838781305.209055
5628853811.269551,5558168075.792168,6080024390.711662,6649523480.304521,6055190659.779754,6025967607.007173,5870628137.220344,5274406546.499166,6032718918.926189,5242931501.588603
5807492204.01589,6039398420.546099,5597965286.808486,6673185898.885539,5255443248.500599,5922160416.669471,5124838051.438991,5201941035.884839,6737791783.951944,5698920723.047491
5797673282.027304,6654012860.057665,5010656532.715347,5499652558.364945,6578774050.290172,5620653471.261126,6905592043.898502,6239181312.946826,6159573117.917679,5203488236.907285
5538852802.446144,5584173848.891058,6847475871.397742,6472446542.534474,6628089532.599635,5451061043.519822,6808673841.308898,6461614789.155269,5683438422.184517,6622942197.719729
5326644611.500154,6184404356.774827,6906052609.518709,6819983003.884176,6375509687.870853,6323182950.933451,5424978855.373405,5742875433.871123,6619640088.471408,6850662124.502185
5477234319.21665,6850363811.9547,6185116024.274037,5027428370.092168,5560740823.06124,5026496496.783755,6076287076.969298,5185645259.067751,6493463585.579914,5480872829.453902
6743787963.719452,6401635340.355192,5031884727.795374,5497528193.664077,5809785371.730893,6371761696.876269,6155427662.992965,5972929912.136662,5592039822.233384,6928639520.292462
6287080450.024033,6005252289.415964,6962382958.828497,5898504765.531432,5217945241.316481,5694012137.779487,6820384131.402088,5733512201.355385,6469380367.614725,5710907687.1977625
6177243971.623195,6630843772.304356,5334891668.582074,6332142377.010913,6318536166.673949,5052973428.57245,6301272091.213092,5361029599.08687,5429247500.978443,6371118756.388678
