0,1,2,3,4,5,6,7,8,9,10
0.0,1451926654.6831017,1455680336.0400207,1464272694.610089,1442823354.1064868,1501704536.602274,1501419822.3022606,1444989930.7271924,1476407891.0925071,1546434925.6441295,1473904815.5188065
0.0,1431185111.7227027,1514350020.6362548,1478407086.0822823,1508607585.4420202,1453741004.621961,1489847243.9141722,1473590481.0789776,1461099727.27602,1466925776.60274,1499643816.496577
0.0,1479067433.7465918,1481037874.6793144,1470621856.0600789,1499500719.842093,1510866240.9050472,1480809871.987272,1511670139.3506713,1498163263.7446263,1511208227.2568245,1515652865.0410306
0.0,1489653806.5402281,1465995744.901717,1539646727.985819,1399063431.0600643,1527051966.4312394,1493901456.8460925,1508465340.669795,1490812875.5121217,1483023614.849007,1521907217.1498804
0.0,1529897008.6700935,1469876861.9935117,1484017297.5678222,1486486742.9008865,1485902204.4814708,1508671248.496049,1440453972.849407,1479747001.5469935,1504059834.7210507,1398582973.055376
0.0,1473553585.5133324,1488527153.043682,1494931116.835339,1487253411.986832,1444750129.8598235,1441825245.1533601,1489170883.8381047,1424597788.7460604,1502484274.359945,1530172529.6862292
0.0,1468475884.834618,1462137995.451322,1491313575.321102,1506288265.70632,1462923072.0309458,1478052420.2521033,1459741761.928456,1507376020.5455031,1492228926.874326,1485870823.1316833
0.0,1467538600.2529125,1495506307.7146869,1451982756.3415587,1491517992.8834555,1382975503.0068822,1517924831.6058664,1502255440.6444085,1501876292.3870063,1429093711.178068,1489805359.9414873
0.0,1486727807.6312106,1500675781.3523319,1387709571.585301,1481106852.4545987,1470639190.904742,1415892780.6372437,1386836592.3759077,1510910102.2909548,1497109384.2802246,1480567645.1994028
0.0,1473087567.500104,1521836919.4457867,1473123123.5883846,1473242852.5155962,1494454008.5794125,1505518152.0637558,1490158755.709939,1499111605.0802827,1510846471.321893,1408060375.093578
