0,1,2,3,4,5,6,7,8,9
2065168368.5968552,2990586878.940482,2772113427.431212,2881837706.9123063,2552137702.462761,2411848882.6021204,2253861527.1258965,2013280606.602791,2556400116.385361,2026301335.9154236
2482197241.6749983,2440141628.44673,2508730305.0900135,2578780045.1750197,2039614947.469127,2219737495.9072623,2426589906.630768,2997277967.672344,2949899207.0108294,2498842698.34285
2483153387.3470745,2610869421.2374783,2756827109.519411,2293055867.9778233,2088290144.0327823,2514191447.206309,2881528201.132885,2843782537.9107256,2879705645.277149,2896791027.2324867
2905630271.925341,2464156172.7114825,2843823525.566962,2641421231.694135,2848721017.8377733,2574893379.5354543,2818144079.3691044,2956968142.77294,2356790080.1668673,2735915570.775791
2457997987.850717,2181356397.2213387,2024499828.2930262,2017542316.200649,2426016619.5247145,2706530070.497865,2606547366.0024834,2958431061.957062,2984976349.0298886,2305252667.0916915
2850957010.085811,2334387550.200146,2610858907.551064,2242802745.8899574,2149565676.595137,2813231784.954051,2464077110.046408,2322377453.671412,2386997580.578176,2688886013.099859
2379464857.6938014,2378598021.69316,2456904806.746136,2944352690.3614006,2090899312.2791598,2429317996.7358613,2880966055.549285,2258394972.718263,2733846762.434418,2020154708.287768
2789174819.227908,2957013955.368373,2334197396.556807,2204417173.360973,2665839866.540906,2660262584.116122,2642108908.601678,2766086733.232863,2876550310.5087366,2036115081.237413
2477680424.094873,2202809408.674411,2797939405.1545887,2629642647.732425,2646773076.7173696,2953977186.302832,2976978562.247492,2268496865.2576065,2066250851.2528985,2297188568.4567595
2325637273.336499,2747936507.6066217,2851143646.9725184,2344693098.5645113,2575141391.3474417,2987621900.4330797,2554143522.676113,2631368318.617805,2543090792.92108,2912491663.335376
2358340203.933818,2169421494.4820333,2483067252.548637,2502607327.279012,2371409485.203057,2544449883.5008364,2122011761.2020211,2719306326.265996,2779958490.6764336,2598292401.3947
2327392717.012652,2193154849.8532634,2803510501.224296,2286608801.2965393,2441411225.3092656,2669989114.2989855,2162504189.7601213,2356948544.478449,2463179923.398394,2023535832.4485962
2124175819.9725442,2698473899.502422,2011691944.5509746,2780759436.769607,2882212224.297539,2943915588.7985406,2009892069.4433398,2474059674.621078,2786184582.3130097,2683135249.678614
2704946303.566983,2319696395.033418,2695443851.433776,2737571103.0786033,2668406770.2083406,2939315038.9477468,2570701608.830648,2501430980.9001355,2481183699.4626865,2697180274.5483866
2217269014.0545983,2142887111.3779166,2907555982.8090687,2397956308.578882,2007041034.197134,2313611721.8147736,2596537779.359097,2657018168.697033,2983152463.157324,2948013582.003786
2197755384.1113715,2727887095.241439,2203881911.0159535,2058215889.1807945,2509474793.27487,2805343839.6648784,2185796133.16798,2005132024.0235996,2785446459.2217193,2870866167.623414
2294127431.2758856,2984749666.4595647,2401078623.6309276,2063288191.6867611,2574094237.947029,2395824570.987319,2175564646.0126395,2782193534.6852775,2846998705.304821,2970485682.5670266
2597340223.890726,2308971115.575284,2284826281.899331,2747677602.693179,2297049314.46418,2395845485.8058476,2725395778.325184,2342375841.430942,2273761169.351305,2988618212.6475754
2510175283.963879,2256432350.963225,2812411388.193716,2702276635.2794085,2727042950.7833076,2317933693.67552,2069630850.2980237,2962447919.2252564,2160109614.0245028,2528548279.2945614
2583380386.7254643,2986235570.0879784,2575779161.209864,2467269280.9577065,2551378875.858366,2009982192.1766264,2294144253.494218,2828628587.959308,2389592406.2189255,2355402301.161714
2849529319.9942985,2552343292.1151795,2578744644.100567,2059189049.915299,2809875576.27512,2801322853.0588655,2772062348.5503564,2219398589.6775804,2866427366.4026165,2394779201.515493
2510523592.102198,2097266885.7813392,2390961661.517796,2314418699.370736,2827753021.866995,2368354973.147193,2172788546.3335586,2705655798.812383,2157734085.9097314,2822509509.684975
2287225367.0284467,2828356372.0559855,2683620437.574575,2977475885.178283,2155320437.1486816,2320562274.5590925,2506222726.5876193,2069373665.7173548,2821262109.0015693,2574638287.1075735
2165357593.0964603,2740235442.046794,2946130969.538846,2269488658.277416,2744686410.5680084,2122330118.885178,2985416921.7220287,2682946784.5835857,2428358312.188242,2703218382.846513
2673686800.8446126,2114183028.421294,2483880016.0643535,2607859491.0734663,2082737195.6342936,2024498921.0182815,2153898226.773281,2153680001.5395885,2465698728.8791904,2865337135.1082516
2703029928.604724,2290498280.6260514,2127245475.699807,2368946870.8273926,2181942079.8996677,2599052392.271917,2522383143.8125424,2430198621.344483,2531671217.0073576,2994263939.3897266
2337955779.187598,2962448555.9941707,2113121498.6661046,2769755945.9250045,2438715921.20282,2130411907.967898,2625590537.392182,2662418756.9927363,2887056855.3805037,2289633557.5560346
2460847568.462268,2949945844.4774904,2817386665.3103952,2916422874.5100427,2220521670.4477715,2147509097.417641,2992132585.562479,2239809258.028335,2760333250.8259897,2973991131.991969
2058640095.7535923,2728519108.2900925,2656725995.529411,2290560564.947432,2455061869.937016,2153277614.73279,2111912229.1030598,2338596715.355531,2721898500.2451105,2028012252.510778
2754480639.854902,2872094957.5326047,2272069218.8294606,2133867016.2928793,2443256073.269109,2552280859.2888265,2956669530.5910635,2822650752.586851,2626189038.4774075,2074111591.7429035
2443839191.62687,2235939553.1830254,2390930897.423983,2681235844.427284,2643411242.728948,2866461465.1669807,2043825907.9599197,2831200817.6718917,2892703490.375847,2345076781.784231
2098412904.513932,2640651593.0471296,2500998145.07772,2313226277.709833,2507845076.5202017,2066996971.8406808,2793198459.1728024,2603791182.53514,2149626628.5843406,2461229050.686641
2798942462.3995714,2787939873.831327,2876995313.746986,2667815174.27585,2615152497.555876,2133355094.776543,2627952721.193705,2189032927.4036994,2480130156.4611173,2747312016.8112497
2315486530.1082487,2947495600.356971,2173885500.068144,2492046866.142307,2002177416.7370641,2001791540.506142,2109686201.8374703,2655701310.5981016,2755737608.1020675,2503258566.1800447
2401990716.488852,2234172681.726124,2792707542.8941174,2715268966.379432,2309497530.4177775,2351245834.299079,2657865297.75676,2125796797.688901,2448982496.3391156,2183867077.114113
2134804888.586781,2229173319.1566143,2343875812.136694,2085430602.2078006,2681192155.7148314,2607518314.5846195,2058606011.8030462,2375956351.5518646,2191980100.046756,2013013594.2323291
2878327651.3085084,2670459801.810892,2094131864.4997926,2075553566.5494485,2114705950.4554253,2992646720.292235,2745418636.5813327,2612095470.6582174,2578938089.665262,2363799678.229409
2919709824.569879,2914181452.7039933,2141720048.4633229,2494623511.854007,2517001742.7041345,2126147738.8324962,2877043625.309721,2712635235.1147676,2180149963.701722,2697372713.4492936
2359439032.6986494,2350622074.8158236,2860070727.0550222,2350358242.726645,2956249567.119589,2547332284.9973,2218145874.535518,2383732800.4356675,2472062199.760377,2872593554.983713
2184854323.3542943,2775697811.349328,2314314327.664239,2489805026.173828,2455251255.434982,2524046262.269543,2912834917.2757382,2482908365.813573,2870724137.197253,2736263749.804301
2474042519.4969068,2178328468.290729,2953816655.2521152,2425878948.7232647,2034618224.6012735,2617700941.1985736,2918285300.5078754,2177212641.6591463,2185477898.35609,2354132905.262091
2222350147.9586625,2925630184.106382,2057467409.546944,2833794312.932009,2481483714.078807,2849371501.4006577,2551633838.6128774,2131721775.4103136,2710902304.363561,2869171436.6077614
2569332608.687043,2142837755.6532245,2336005739.5967007,2744080272.802874,2442531369.076658,2835505276.54015,2339783614.242993,2624988966.099904,2594642016.764836,2767063484.873393
2313079703.635733,2446001473.3873177,2126111916.9729702,2824149705.8222995,2745280630.3826394,2625946860.0714884,2291309900.6927247,2100751042.0561073,2244869085.5168114,2667932980.8698397
2220085947.589304,2438985407.2029333,2469782217.4729557,2163671507.5549674,2457153894.002401,2713693071.025288,2756717180.1987123,2811151164.8540397,2882074962.983437,2442158542.8641458
2074809156.8679953,2051362137.1130068,2944143533.9317236,2990302046.187806,2752239346.2191973,2482859897.0599804,2522593897.328762,2085764668.177617,2691547893.731983,2867546021.8579865
2906446077.4597516,2258114290.1953344,2899668115.750514,2709586817.998812,2077699573.807858,2663764991.989133,2887649283.002437,2725047174.285655,2452208176.0045567,2429170595.8512154
2885443399.604249,2193751561.1818724,2150179232.2049427,2447154626.5218897,2996859217.775056,2220286556.261769,2835858456.8940535,2310959287.4862466,2692535409.808718,2805293489.9322543
2831382348.707407,2483953184.767721,2839015232.8993726,2896707488.4424186,2011866318.7337713,2416232741.159072,2345381503.086217,2067449280.4176419,2137567531.259621,2355440947.740368
2934946885.1780214,2119485087.604994,2378820448.9042115,2398120694.0306916,2329763274.514739,2388493184.6394224,2671995234.880931,2488214200.764222,2515942001.1117544,2855676098.514482
2030887401.1168916,2724133718.766926,2125781661.872964,2895164684.5314627,2628071662.627863,2633483218.485819,2689588388.086957,2443922191.2811813,2577766428.6173506,2400252866.8920507
2169336106.7074866,2734351596.3603296,2498550538.220872,2199548530.3957276,2393677873.633653,2167436904.2803597,2647363445.6618137,2296844459.651065,2613545844.7717214,2100905838.5092735
2127421861.6588242,2552001990.9562774,2668846049.0158715,2522471890.3979683,2620235591.527959,2068623114.3921018,2837798908.2331705,2502373688.055642,2618622938.323672,2045719195.1924574
2602744188.0523915,2806534197.989695,2751286434.613168,2579151846.84887,2997622314.3337464,2462327646.1402783,2080692443.81304,2614236800.871428,2123811578.5159347,2069221078.847435
2520615606.0663443,2381567737.6122823,2422439206.5640836,2282040519.255428,2491106981.39798,2107218487.5950387,2571875180.359225,2003754014.2159443,2556164462.778162,2997012639.847966
2966121606.6127133,2618208850.013682,2959518791.036978,2432209583.072429,2287818149.8698044,2802023432.774335,2998618410.781397,2172749116.1973248,2574375581.743995,2111197328.035196
2989900831.565105,2611248874.775063,2469809604.05876,2606960824.4437237,2313204273.368293,2213515056.015778,2643866819.7425194,2654644298.391165,2789983650.8655796,2634718496.9443307
2635880412.2466173,2820023127.910842,2702991845.8150806,2873353331.1061425,2242458233.298263,2765090713.1509504,2192813974.8795366,2107579037.951697,2493095299.4490542,2006890608.0082307
2014804238.7896812,2774171081.608199,2720934647.2078643,2466901504.235503,2973468622.131469,2512474388.9527617,2391372739.0155334,2578369153.823207,2535336690.7933507,2802267931.2857594
2315920964.1622453,2946062669.1099663,2644234731.40884,2496857413.968509,2577706333.4160013,2096860588.770911,2133035318.5842404,2220597300.39898,2068532713.8750455,2604950358.6218233
2819573517.531851,2071284049.3191066,2433161480.4284697,2521699186.7293067,2288874803.3772893,2533436209.6395764,2898411540.9568806,2763197393.3992243,2909597086.1027694,2339567239.211644
2819617403.0186753,2600767848.4224834,2250469677.7079268,2355407745.2185364,2856656491.8458166,2259999955.4590335,2627108948.082591,2612558889.2407823,2679643264.042409,2193992317.1188173
2209127050.665779,2236399987.755411,2144577032.4524274,2807272311.87858,2236071355.290894,2216204073.452875,2268355466.94305,2142635255.5815563,2174282363.417591,2275991445.5986075
