0,1,2,3,4,5,6,7,8,9
6298889785.321051,6792532946.37599,6120815562.947051,5580817666.391421,5086833394.925285,6961637398.199037,6680367704.843726,6223950953.039623,6524996741.835957,6065449779.4382515
5534116241.6926565,5825918769.337578,5173665980.464789,6059240366.233379,6703334384.572335,6948975782.726796,5027636737.011879,5877376722.742405,6029327373.531694,6100044184.252104
5188844221.478462,6686480531.728319,5591952324.349235,5515446881.317894,5784050595.19053,6203247819.683076,6180135994.686392,5494163914.024099,6502795171.357013,5141015320.0704
6934462351.308607,5426436297.985304,6788783671.669133,5658925363.782787,6035412769.462782,5922202837.946627,6718441662.041713,5901307033.08139,5930016047.94861,5701825858.747131
5517672561.531418,6562370539.831945,5446461754.110799,5490792910.361531,5924986254.4736,6478062837.632147,6841475061.80647,6328724092.927113,6694088598.101082,5533549916.7995825
5441905950.612944,5314568078.281634,6264901400.673848,5977828193.770644,5404319160.769986,6583707919.966705,5462635521.492324,5632639601.109634,6798297402.629046,5865865818.580732
6295441574.128839,5315708577.893322,5587539038.5359335,6810878299.421253,5246130065.219557,6682240664.543541,5906497513.629721,5980858388.243871,6603429844.9250765,5953670273.635299
6157775537.6530905,5859693556.929973,5827523625.014101,5472026905.357131,6130820156.603885,6111154155.504225,6576496902.876489,5647508827.083729,5213837903.119664,6632844190.155203
6345860028.250629,6421734525.731887,6738169342.130701,6133767526.216402,5544665596.956259,5444522206.9998865,5691360291.295933,6303703361.510676,5760678478.39642,6303970038.562658
6208888146.103407,5696055736.967993,5440368858.221682,6057736518.714515,5303974983.567771,5497719912.4057665,5463098669.035814,6600740313.6729765,6145740995.765926,6884290693.411812
6523363422.298969,6350600886.647141,6629455953.997858,6541434446.15903,6645239847.139534,5454017171.944288,6913799955.435573,5107729346.42993,5239496203.94483,6999694516.695411
5088944279.563379,6515105804.851736,5374861730.837062,6963698284.014054,6382747278.042547,5917695982.762069,6952613764.607854,5767139280.406155,6143326773.6357565,5974095115.489235
6996396690.8267145,5526894586.52101,5524535770.097979,5786153502.298587,5204715551.991096,6555193604.862352,6280549995.605733,6473796487.015988,6392673454.233083,6847348596.619582
6839853064.991499,5134116782.628651,5330524392.361737,5700648180.737269,5851829719.61061,6415258290.851747,5315162664.2108755,5761754260.921327,6524192678.689472,6441466598.172207
6140415449.719434,6226211922.906511,6474079351.835261,6591025064.947796,5118074748.572937,5969430506.977801,6805563774.125447,6046281009.458349,5577450079.667631,6815297712.748913
6628790028.476789,5670571961.103369,5344324133.534698,5813359280.961588,6745150904.143196,5109173961.134533,6507027191.188324,6111956363.336134,6858558662.067006,5184249756.095534
5653860847.0541725,5017622699.31467,5636157820.336534,6972563237.409379,6304982091.174636,5759159143.005253,5388111888.051944,6636196428.379914,6654599218.816223,5132865687.508534
6621624369.720179,5932846392.95884,5203364537.402946,6106928289.628937,5471594055.818867,6241151794.687705,5199697869.216625,5443459508.573562,6640316437.591038,5574246481.0091095
5780028838.625758,5943919715.3531275,5967205260.908277,5515035637.059583,5889177594.155979,5507074849.923206,5139184853.527053,5107174251.564012,6659279821.666258,5560942159.882782
5480946785.151809,6527469331.93734,5203981493.791414,5741301921.680475,5275407412.951425,6469245909.082576,5025011962.105657,6833641024.201034,5845019517.255422,6866215749.163638
6230334641.054344,5693470593.986309,5420842340.669427,6747569827.316354,5027935053.519756,6004298639.149192,5891444538.931625,5112630387.120345,5144202391.57276,6197312850.864865
5361226081.497499,6309365625.610437,6469877374.770211,5074725994.892317,5274867294.710203,6952587746.433655,6928172767.546919,6559924012.098712,6170108563.734305,5665764373.486401
6291832045.751858,5426056020.270681,5207616218.787998,6095679167.564642,5282718209.75844,6371666467.998249,6714491786.702684,6770433674.724748,5267715107.586161,6920904309.280632
6219589953.092919,6639510847.814781,6178591503.824964,6994537729.626265,5277116068.685281,6582317865.158512,5649485012.476817,5810407527.289376,5312365566.175816,6300151282.192208
6851668708.922581,5547081370.163367,6297699869.174683,5929695384.798013,5020822624.378866,5259738459.458799,6548353310.365945,6130762599.269388,6121111411.858839,5071926541.257663
6192331579.30053,5907581270.776986,6578102891.957606,6529228969.561451,6252077713.185365,5278049286.671568,5761791695.649568,5213970671.031554,5357345018.17024,5002091839.017696
5528867403.965082,5631648486.624771,5530319093.440646,6375178533.274628,5907452020.457575,5529200456.777796,6844558776.891985,5943678525.560056,5922589060.008375,6681615943.804814
6899073965.625801,5205898268.299426,6455507977.743875,6177275382.353088,6184297503.884007,6220552946.107313,6553752848.46494,5077231238.142341,6334771728.554815,6206554730.5065155
6973768898.325086,5164550726.774018,5601237224.203191,6060894175.615885,5263425658.013664,6804978264.557224,5820426753.523751,6241395023.525543,5746718538.85287,5237589361.188111
5346471163.170799,6266227202.349244,6744174918.300839,5550387384.100124,5294509482.140276,6849717311.976117,5295756713.180865,6769665004.719385,5772311594.713545,5068411892.012129
6599602574.879834,5426494985.679207,5163155323.828547,6198366828.931514,5526656281.814854,5229151286.451291,6404588216.12359,5688066218.133039,6781349337.269478,5958646862.868785
5304550151.051891,6011559002.576247,6530069524.067238,6543924006.473786,6102919146.267397,6816289451.916159,5803389483.054043,5498512619.065111,5243233637.648089,6888969522.249184
6545713103.483197,5973759612.186268,5052552308.249798,5143062023.174947,6347508753.12429,6812359771.583596,6680060202.640159,6775670048.248742,6655594097.551998,6162729373.935614
5701725078.342532,6626815518.613965,6703159103.451073,5166560672.723638,5312838192.715038,5731982457.219779,6895048654.4399605,5845999044.787099,5395207936.303596,6882474525.485858
6310900469.447461,6682809281.972643,5237868892.212245,5438375519.196381,5973408884.016234,6121828848.562431,6883057650.353959,6809732187.949962,5660304217.5581455,6475228126.969915
5155700583.666601,6475713304.999532,6808747460.068177,6671617595.570914,5635952208.587663,5164409819.754868,5819706902.807232,6035773501.722393,6656001125.913606,5153976802.594994
6143987014.136527,5751855243.06997,5413885099.340894,5762674375.6056185,6248729647.465149,5754446520.7396965,5589682027.252534,5248410749.132935,6951606195.466548,5904568361.641349
5249800113.794507,5602166562.879519,6265818074.293606,5255619783.748006,6005611051.904872,6932082864.056991,5345465024.885503,5104974458.351992,5607757398.071491,5745269651.496608
5068054616.732193,5439875091.331616,5661264655.03849,5695532163.394377,6294451951.606811,6236850937.184769,6279756073.892126,6295374371.485321,5367587811.893939,5916896984.847184
6862372858.672304,6801664716.576796,5642080405.682203,6606961573.500834,5853204471.629836,5993984807.726037,5969602769.678099,6491348604.838112,6142062671.261542,6756062554.698736
5223032207.633698,6416796144.312028,5492214828.847122,5904929806.528452,5653736743.7389145,6607583955.196074,5446327754.403824,6294555899.150388,6435730689.246615,5955630224.521739
5891597631.93338,5457637882.097081,5012483776.647204,6409867044.478331,6268813896.946027,5253661839.761633,5390081436.899589,5902729627.742255,6539173823.515232,5422975579.02627
5241660345.937755,6026284333.160028,5209779504.458176,6165527455.066777,6993519615.578787,5899214419.601848,5769468352.218188,5404149807.8471155,5424533328.144022,5634093618.077516
6497819626.152801,5901113019.933596,6092265297.327541,6066055130.33941,5288950337.926197,6016381974.575999,5843702790.177389,6323117234.038322,6964199138.468571,6841322575.474368
6999229370.317396,5391279070.075742,5456108067.54615,6051255814.761997,5545739800.12875,5584541091.538457,5908029728.002114,6531191877.960653,5561452196.334659,6552042410.907151
6152468556.7259035,5506969230.248928,6940619831.81661,5940524636.188227,5686488101.088858,5896432358.537304,5864602805.823809,5156902266.528799,6240390928.1741705,6857385324.320399
5414952507.409774,5594929452.078864,5871699492.018269,5698657798.87549,6007922537.517967,5007198427.567347,6975760944.216102,5626903000.451876,6308809425.346331,6637960758.322859
5684892597.904033,5140644567.112585,6676178979.955079,5283261845.869439,6997702426.893581,5696277015.241102,5556835884.569551,5584722290.788776,5645557786.411066,6187013127.277069
6322992334.724135,5831835518.16669,5867741007.902293,6724495787.275152,6066940023.961012,5460771936.22816,6444485307.022624,5304634560.909921,5237518043.424117,5593578461.253772
5436865786.668164,6197018683.95597,6572896050.786077,6121851118.719873,5475480892.68243,6870056402.282172,5455666329.688438,5830189708.6142845,6000693514.365481,5549236594.094833
6547009128.248269,6916886163.360615,6760780916.922723,5708369466.323593,6800413568.925178,5176774763.79024,5331166371.009659,5062949727.962081,5223901228.601356,5196718964.79193
5360204932.928155,5113163608.300752,5219671572.673321,5621963346.127422,5622725509.08617,6853034917.671645,5284966847.006754,6146310306.568433,5083854498.469559,5283223492.235423
6831862341.712652,6833856506.429237,6481487802.129111,5652875680.311473,6604415052.941929,5519888581.997802,5751966929.360559,5477940038.998511,5126787037.713081,6047378051.344027
6937204575.976024,5566268151.871701,6970492508.637985,5217575126.609423,5505164757.475515,5972489663.414448,6395046141.97017,5039757158.290945,5530915943.7923975,5518775168.048089
6150409286.6844635,6484204999.023271,6850148874.611021,6132768971.594463,6999919652.142349,6843203059.087931,6951218182.1488,5740747707.131085,6501053371.101671,5265773767.406909
5193662029.822132,5541252133.835074,5604402206.17801,5680454281.724213,5229904910.46081,5210172185.95936,5135022374.124627,5277205212.06184,6542128222.483069,5037190076.0773
6315585268.644738,5835052368.465698,6072109832.091335,5642975290.835317,5069925042.591125,5449590937.2513685,5620569411.506384,6945900331.452158,5102670417.350312,6140075931.26148
6843927043.692325,5220746060.213629,6884494527.448028,5728579303.001313,5682183839.71517,5615000750.943971,6984496419.471653,5289113611.600559,6642764886.161222,5870653622.8637905
6719136366.77422,6305823478.676772,5064243919.649614,5504642262.76538,5712383870.800719,6348432531.453343,6993957348.318887,6115903424.978977,5887356566.234968,5635454223.494604
6660886883.962165,6366779124.922151,6702237891.39416,6075814090.676499,6753388900.699719,5577667645.883093,6530170060.644084,6280981720.160404,6625429285.582863,5457339576.316185
6756654763.398419,6993759871.849975,6532929633.081288,5219008431.379891,5202259903.899151,5275254629.842306,6358404302.47545,5091105474.447692,6578961642.23763,5591848480.081952
6952776139.304548,6222275193.393195,6334415494.182886,5975686093.120199,6785315787.163147,5249425157.02665,5277030308.303239,5612957660.5113535,5747013349.15759,6324222323.289201
6689474878.233608,5412300002.547792,6485770379.825435,6667634013.14322,5891094093.19538,5935923223.519178,5146608614.725807,5240473077.714164,5499963970.34781,5153961040.994357
5688605979.696702,6582535310.206683,6257712591.42093,5961285662.6611395,6630270612.5005455,6503095089.555112,6670223378.761895,5223683339.702396,6853823453.445644,5382735335.06788
6511074781.10718,6045206051.531847,6043473075.165891,6683801975.132594,6138044117.81277,6519878947.060593,6244121795.889098,6277640101.277419,5155972629.959001,6847320571.88831
6621037291.7340975,6928482484.893796,5167551510.90201,5889813236.521776,6447121833.918749,6463464300.517925,6469517202.5569935,6722397844.638789,6969449572.697316,5334468725.74382
