0,1,2,3,4,5,6,7,8,9,10
288561032.8185562,214797683.4871157,271096483.7096896,202820149.01745513,280833135.02257454,254576877.11365673,263335582.2182817,289152439.8011085,210946915.78489533,270485721.7856552,243488106.99179402
227070672.47120145,290036298.5768994,284214268.4513261,284984508.0273263,283979981.6345203,243580994.88935837,265022950.39745238,280077486.9673071,293786634.41335416,290954038.9870857,243955280.99449056
203049470.8521369,205046857.3236355,290200796.85611653,221885199.01577225,251049770.4142737,244137045.23743692,264345845.07882634,240256852.43281418,273764132.82845485,218775850.86640528,235541678.61827472
224890073.00149283,291763635.0971421,235950009.98025733,219972495.52863187,222846378.02056456,265306360.08186156,237227560.8328465,298371420.4475253,217051904.82187682,213090121.954626,271597790.9431221
220975938.97262594,247827576.66419223,270464297.2270709,215615138.18493584,212505300.98967615,290072270.704329,269498347.4725956,289561471.27229285,267209836.01403388,296113204.12574947,275886392.07441664
222772783.15880108,212824422.62746638,227038959.181156,225682754.63087133,258117666.63762566,260506626.40634626,267866889.53326604,272118805.0480282,210657680.65550533,242881418.4116255,266725820.44040442
294496933.5959139,262551401.3608394,256353265.8253795,298100052.49057674,267184632.35646155,258036656.55195487,259602873.60381496,277128262.755574,215148518.31131664,239359112.56340218,229682111.68840346
267790068.23603138,230337083.20310938,262498329.3939045,296094528.9553968,285065024.11229783,265016793.59799865,250615132.49632132,276359428.2667893,281866930.63939965,250562419.90293556,233638212.3425163
216798062.9841704,224991083.67018467,260607053.5287924,247048301.79542238,261507075.44979462,297243256.58920497,264481304.30200666,287485356.02349275,201846772.7937994,291183585.1653585,299340147.6742465
282465051.30104846,252134149.3704642,209805443.01493385,257764467.5405491,242382938.5431725,277788067.09677666,270875094.790303,287785178.2650232,264184995.6246722,272272156.3321731,243140514.00814396
248427573.59610844,274929912.50666445,296641826.9272461,279555192.85606533,235222959.6486639,288264702.6197306,266638207.15410665,232526164.26234183,233551243.42392766,280159375.08052,250643378.7155553
276270847.29902416,257349524.59821993,275242469.0633822,276313947.0704366,293217367.91642004,229660895.45048085,274595953.5008614,209323760.94727373,238155676.90906635,220113676.75333244,265122011.34348837
217766171.52429593,251066325.3493605,205479361.32267943,257645463.7700456,298526357.4728355,234156697.70328867,261894025.02805725,246693056.3858912,200246963.71290633,277545832.01701087,227871277.63384235
212584892.08848444,245949231.5041056,286373232.80006886,253642369.74508172,272212988.68740124,278626129.38031167,298631408.65997934,249436867.75956696,270799541.3978248,258983364.54772705,263774357.1016319
266241055.1986695,228153093.91769704,266807654.68287992,287989385.3862786,248676843.84168795,211743714.02746797,265588161.2609321,239710232.7112934,276019770.32821816,215460179.08711806,211270029.2758299
213661855.43584076,280867649.20456576,287404064.3137506,244809061.2294138,294610970.3097512,277562870.5438577,286163032.31235504,276709420.9401957,253687912.29858768,251090460.78332186,240732926.8309823
214021532.58415905,221007015.78326926,239120302.87788433,208030660.2682076,276258514.5036843,215358711.4316096,276828065.38566214,246342139.38285145,284661775.7448942,290913533.42361426,250315486.51852757
266030298.21933898,279001771.3409366,227949428.4756084,211748470.12499884,204049297.5155611,224679636.94285405,222863122.24616057,242518180.0250373,209836429.99446985,244601918.02082822,236154470.29082128
250045016.46801326,236609374.3071521,271264411.90299547,228835994.69008687,283949718.72920984,243315302.05275637,259261313.11921248,204206797.7667732,224313877.17672005,222116142.48245764,242855988.4046513
270589190.55971307,289623492.70149374,238138579.13299516,244979201.5775377,294088987.3740786,269348143.9767137,208916063.95180896,281997308.673885,281337557.891482,234504170.58066884,222770640.97463056
252978486.94279125,225528174.2668755,237070447.3217229,242209563.81834382,218532167.81886506,223592920.31053767,221657989.246531,240623976.66114804,296190531.06367457,256956473.74747467,237418248.99306625
266303793.30805248,260061994.60663795,279911862.2762267,230823124.40858388,210409181.2723735,238513441.71232447,208502895.74319315,284400240.1773857,248721787.92538962,262432861.25269175,208034353.54223964
238001294.87208402,251006464.06197852,211359415.00560626,286724900.96397704,273194562.8573775,217773016.43134242,201202479.29194903,210762737.8630407,292780967.10763574,281120111.49491704,284762405.1350658
272551993.90691984,251682533.13175467,220836863.85762718,258257147.45444977,203341397.43393606,269020591.7035817,234930697.38996306,261982820.77007082,254426229.968923,283243999.9781754,220293082.368929
221000714.15022796,214079003.48252246,207721784.33273724,238579765.5719166,222589728.3916992,246354211.84965587,236053444.98146677,282538722.31593704,202420746.56946403,249029516.6730328,237876227.4751116
