0,1,2,3,4,5,6,7,8,9,10
0.0,1484116722.2202427,1473467305.0348465,1454941607.9668844,1476963671.6480894,1523370991.8834064,1413592528.9379578,1539033615.9251752,1470132900.693979,1445877953.5786784,1522154817.1840987
0.0,1493977717.1839335,1498666330.8986838,1398922044.4513211,1441170456.1378577,1485179564.4251986,1555430550.136049,1498812780.3716657,1437955071.328619,1503846971.6418016,1480715645.9733505
0.0,1507448698.6335006,1480710954.883188,1499198261.524724,1506307662.741842,1472446784.909411,1499727407.095989,1495883892.354405,1495795215.177145,1510084337.4143546,1517820508.9144886
0.0,1465103724.4775224,1499546975.6022282,1503317247.593244,1522267616.3500302,1468650376.2776885,1512538078.8777027,1473134028.739603,1459368704.1942763,1489621455.1287465,1411736090.834764
0.0,1493208522.003883,1545050009.6549573,1485734421.113759,1417919503.1659217,1522500487.171801,1460920281.0433996,1507845916.7338488,1509260356.4566712,1513351102.080791,1422121693.7804854
0.0,1489414135.884024,1524661564.8528297,1487987936.851097,1505595418.5046394,1403995431.8198946,1455800733.3496559,1435574318.8354824,1447721162.8426952,1497999545.8107815,1482607397.8350067
0.0,1492880157.8431153,1526049127.5028768,1451108882.7687829,1494385188.5909564,1525696792.396777,1448827781.2593644,1512079639.6225107,1525240983.8412344,1461171533.6865664,1510892659.0426824
0.0,1507131717.7919686,1505665365.6677897,1485701174.8194165,1514184949.1075652,1508521223.4877834,1494885182.6946957,1515457375.9148498,1525600620.579595,1476860361.9136431,1527806803.7437778
0.0,1490987678.3140213,1467356402.0911317,1475876534.648991,1509153430.2500384,1480813198.096404,1525708153.5602412,1412592748.1544735,1482185617.0083241,1457898849.9878058,1496469012.7100706
0.0,1489321648.0689492,1527785176.7497413,1539215287.2543573,1490277093.8100646,1520350675.772106,1463001445.9774256,1449657203.7265909,1507653555.274941,1437184129.0583677,1476311380.8433254
0.0,1424824127.1505785,1445191873.69107,1518647614.4097707,1534124602.3921235,1505821079.4789424,1453951147.0714078,1511829396.1698966,1498861667.6606972,1467750353.3259346,1500530428.1900125
