0,1,2,3,4,5,6,7,8,9
6197889089.266914,6968299454.319578,5366634046.360503,5057584530.577663,6107503852.985255,5567997554.857136,5343369052.377288,5649020608.717914,5385734475.756055,5281776410.823301
6100242128.276654,5024693855.301402,6275714476.670479,6132794941.007378,6134167879.595639,6378784985.899254,5830621333.306952,5911001008.080591,5841211038.812423,5251486191.93676
5263117631.051285,5934096705.319884,5253377122.502078,6876932318.532531,5170686078.467851,5558269091.778962,6108910021.907139,6513028173.100205,6295573442.65022,5517444814.120309
6412562664.485556,5278865271.831717,6423404732.014754,6884971869.277581,5050615572.579497,6413566037.993869,5457997833.467905,6799680976.96411,6132199348.637519,5407270419.189723
6033188645.793089,5225085817.565226,6864511729.700107,5505718415.011349,5962196782.285008,5526442303.08833,6772306107.275629,6679610221.495981,6978007527.241015,6746461804.447279
5616939609.505474,5587158365.37473,5378597241.277132,5972073496.045093,6790756689.941277,5360824717.007841,6864855199.848036,5568861489.532215,5262342510.305939,5482999667.850805
6861231460.73881,6015501868.213679,6216585328.813865,6783043352.171259,6940052935.72798,5011162782.023131,6301982449.8136,6276378570.342973,5360905496.08015,6487540099.668937
5673018500.28147,5602611592.780485,6302307008.117802,6172242751.532524,6286305064.75319,6058765680.125256,5055549514.594996,5509676100.888595,6243697607.013676,6304222966.9715805
6485551727.536542,5902229020.782679,5856499608.313545,5572849163.945651,5946202701.578195,5304353679.547475,6119290582.917527,5143931718.346903,6458231976.734983,6136113069.5610285
5698052839.978123,5240015558.245028,6196137473.819217,5496037761.20869,6382990118.494441,6171981770.175776,5949113699.96019,6976657387.304206,5905765686.94067,6154191090.660863
6457804370.232404,5336966016.913949,6349467119.458782,6188086830.354724,5223575348.311538,5534743078.642799,6094316759.2910385,6713142345.481185,5348601410.19335,6544030095.256191
5875443842.268425,5934037073.440471,6712399845.379364,6077234373.488828,5182781457.867528,6534927596.411396,5700298735.779221,5974767698.780708,5816384258.52093,5834354340.375587
5800930993.424224,5040158784.476635,5697024437.657386,6574927926.990604,6872203605.132986,5131127355.485639,5502552022.202558,5848301151.604316,5956970240.002941,6815699000.999002
5705412812.231085,6022173566.317086,5826842329.153333,6033951572.440509,5943449700.314806,6072432509.889874,6084348770.2880535,6398695380.921789,6478639876.766599,6932859835.139412
6279098095.663839,5568798712.552228,6747299316.782655,6683710892.040643,5175455320.185528,5016894005.498208,6660403539.38389,6207894868.275345,6256665620.394155,5006318827.083714
5120923826.914113,5131046519.840933,6575184358.321305,5222868707.818239,6226302424.341808,5618301093.232883,5885415926.160577,5618364731.869405,5214402251.21092,5564284227.33677
6870250923.072928,5648865602.498398,6813897642.374033,5157700221.687842,5428140521.810833,6318219730.672478,6507792566.139762,6593568568.18255,6326410391.251728,5599043617.994823
5866795987.108414,5295817558.926885,6994725626.813952,5642030517.97853,6792438686.560505,5167481317.414461,6185290190.139284,5181000292.866031,5922133945.404998,6699397243.811499
6766100572.489279,5368304559.780963,5956391486.573343,6371702797.063342,6085203640.625913,6497995170.582153,6961339362.887897,5322406420.331377,5864652023.804724,5628151236.694993
