0,1,2,3,4,5,6,7,8,9,10
0.0,1474893893.7114255,1481364401.2530491,1506839388.9964936,1473142240.7106,1462581121.5658033,1498931148.260297,1496685370.9261518,1516590256.7670279,1502449348.7433445,1521693658.3264544
0.0,1497336449.8427165,1540914960.9990914,1497199781.195906,1401010933.7484586,1482301413.4228394,1490023724.7163377,1517460737.6203105,1477102795.8641462,1513146264.5921788,1456918513.7989156
0.0,1408276276.6141064,1475979879.095475,1543797528.8962178,1487205495.8463767,1494532797.5346215,1448535632.5123732,1504190680.028773,1409361577.5120506,1499328093.4741027,1469798912.0468082
0.0,1512753442.2854495,1535097898.2177548,1487617260.1783295,1498044676.8231237,1468840645.0887697,1406024851.4514756,1464655011.069011,1487489115.869919,1532151845.6844172,1512512016.837314
0.0,1458701126.5036945,1504954832.7786975,1502018377.4806216,1460027215.8175545,1493937128.313492,1468860287.8986142,1498777012.9904304,1520095922.3292637,1491133629.7499082,1498607203.7454588
0.0,1493231067.4181082,1455744725.207487,1471344106.288683,1553122145.9786935,1493531095.4501572,1458939941.961263,1460052675.5451522,1538495853.2825325,1434796903.840658,1465627017.99708
0.0,1425431179.955441,1365889971.5244677,1464442168.3666756,1497157176.830958,1481596564.6610098,1529641334.0464387,1466933640.9437134,1447826536.4984913,1522900413.706711,1515970500.615233
0.0,1525328310.112675,1468037679.1446977,1511305509.7428253,1494200372.625265,1473667392.5633144,1501589251.2491703,1540164975.7780163,1519918035.2116292,1493426212.2360554,1486173574.5458968
0.0,1445473716.3812785,1518580160.0888202,1518408882.213173,1469047310.4217522,1498453183.9066179,1479615638.7031202,1486846386.2934093,1517032882.799432,1498058559.9392085,1491272066.794177
0.0,1513168374.3148086,1497043726.6070948,1500894556.315622,1500681826.0648363,1514416567.3017292,1480209525.54406,1454299630.106941,1501378078.9008763,1497729513.1606402,1539077453.1920598
0.0,1538365270.095434,1460299044.941723,1512489112.331566,1479603680.9589427,1515942546.4185238,1514422647.6468396,1500999534.1131897,1490288824.0985413,1473507351.8923218,1514951131.54116
0.0,1521173557.1169112,1446102208.2622125,1496393600.7756846,1532661790.7323267,1497396597.404061,1453794909.459714,1459464790.564541,1427132780.7249281,1489280453.7758682,1490461121.582882
