0,1,2,3,4,5,6,7,8,9,10,11
282062669.93116695,271326215.9772806,227950163.07309455,215067305.90392715,224937809.5766271,242301336.12537438,234978521.57190207,226986151.30330005,287779402.20692194,249674509.18183145,277126793.7748266,258479495.03696698
218287087.1899196,257991768.46574306,208414215.00272626,273491149.5919953,234513186.70940852,261363526.21115008,200132704.89511833,269786325.853827,243341384.84001336,265180792.99329117,209606452.0726633,246028740.82401517
244433426.45002836,282661991.0125687,255707579.83441624,275117445.6290263,277977742.3223635,287937567.0658883,282968999.72828484,274475796.1625653,216035288.57729238,273130747.93618286,282251194.9103364,280818420.04990864
285986877.1300762,276337349.7908971,252082778.31313297,251685734.46450529,267482333.81114623,280139286.8446601,285609548.20764273,292692370.10782224,296474219.4248304,200273264.31330365,238220646.5979883,217502349.83764356
228087087.5879359,227120652.5325287,266104629.22243962,271444106.8701131,248320957.7081234,274036033.0247134,205461184.73658237,251305212.93559155,295795954.63341504,267872859.9164017,252069322.10549128,266000434.57757607
246031541.7284973,249274477.3967752,266648151.08687884,281718995.14689523,218784762.35076404,295082316.63114923,235008351.43913826,259333775.7410983,264152689.2987927,209713208.96084157,264330687.3228738,256845513.23750466
215231738.14695144,220844537.2800157,216622140.8384172,285839251.0583067,278121416.4859724,252700241.66728735,277670967.88165,235194233.3193189,271535643.0275767,236508883.70688242,213907530.5173497,283621153.11131227
282499595.5014423,271486247.96161115,270480907.78893185,212985447.47541702,278390170.67725784,222853945.17894432,272217427.63500077,283770283.5773431,256953562.6158851,239707905.73171118,221643572.54774928,272256055.80380446
218041248.61021698,280733885.30349654,263181124.85722342,236449217.6233413,296016768.0753306,256071869.72981805,273575748.86419773,213622168.3029662,256903507.20217553,243032055.13628045,265173863.33564326,233347810.5412728
291446577.3314534,268381150.68188274,250985168.25236526,293306796.8599657,299325314.08875585,237050402.8885415,232119274.7952802,247522124.97040355,274474914.74945325,283563417.412486,268922343.70955807,236461613.0743589
256028918.0926742,260031326.381903,263533125.2764554,236625739.71513999,279019214.6056429,240326808.25813985,219985511.4110413,264967261.9386851,267927329.96497434,257355627.8196681,223792757.21187338,287981112.9285626
281493727.52432555,222027283.83373627,266072963.1538595,278858703.028469,232491263.88318023,277493626.63208944,239949677.53351176,204128227.44721013,254915652.43061712,244110752.0151943,218097973.25729185,293004627.75293475
217894444.55332828,287235392.2995054,238122966.5872643,256766076.48213574,261676283.16035175,222067055.8882679,213262259.14996812,228667041.275127,289037127.41684777,213749319.81825772,239443943.62606603,267253294.43771395
289211439.54812396,291138086.1281918,206806137.5511551,266019277.8848617,207405423.0051123,204926678.38891965,227336941.11276218,249612071.88122502,264081459.68331435,290256212.08270264,264146139.58797038,206669061.47257128
256481533.76089913,285408433.95942724,253586887.9255903,271983774.2077385,292391650.82133305,249932807.85252145,278789638.8207101,252964995.72742566,202762694.41263598,288096436.7568903,246232977.40905076,262431558.8362321
275685286.1536048,207678333.57878974,288822460.20071596,228563286.8793437,280925675.8840212,278794366.4981565,298727251.4760803,215559189.93341073,214951778.6750861,294008938.76725566,299741282.3541421,283200036.53993875
259391799.9882466,228118334.8235317,270711505.8446042,227307531.19598725,281724543.2653767,251860198.98324183,223668070.81302494,228122461.31599715,298367916.2517668,246014248.46650782,265001008.05742118,244661675.74010772
227794926.1465534,263825287.65419018,209272021.47549412,243572494.03453243,298832574.50142974,215181971.84792224,200859553.94228148,284514617.18886757,224599621.44894758,227510979.99310002,277309264.81618667,248227304.30779192
