0,1,2,3,4,5,6,7,8,9,10
0.0,1488538428.440983,1485016964.2332284,1505943362.6170702,1490028435.5332446,1434746786.591872,1424422654.7568874,1452589008.2436342,1500012856.7202582,1441700728.7897153,1455629800.666626
0.0,1497745532.5339088,1489774842.999349,1500267739.1083977,1492660519.8616014,1475062102.8424351,1490250029.3608758,1472685716.9728143,1494862411.9216466,1497351524.6641066,1459756346.7620804
0.0,1494624390.5106363,1473045997.3988392,1510564417.9516873,1507560804.5216026,1422159795.9557617,1505117590.327673,1474048470.051007,1490350866.7858727,1510945575.7420688,1484144218.3756957
0.0,1516073076.7769089,1491021647.3449848,1499585003.2360854,1514327971.9490125,1489802443.0975497,1476437304.2846696,1489240161.316524,1512702058.2164834,1489670647.8129241,1537070773.3950837
0.0,1517399518.9678152,1452813062.883189,1509972285.6341672,1516969440.3347695,1479971362.4372234,1522118126.199357,1500640654.9703922,1499387430.2621446,1472155257.0900905,1467528025.9565918
0.0,1474938594.0301318,1522436027.544483,1486050796.7749283,1409976739.141351,1467004227.7281098,1509621195.7983942,1519586975.6823869,1448188991.4056196,1530027183.423689,1408580361.268215
0.0,1471459789.0097022,1506901885.0297186,1449630896.6487381,1417614494.7018585,1471563998.573774,1509682425.914482,1509623584.6712856,1504256224.7643,1511743636.1428764,1497727474.1994166
0.0,1506241188.325469,1473486199.314221,1442162075.3675797,1527851046.7532365,1519374799.860798,1469833160.7537227,1535731125.2118924,1472549307.187005,1414329808.5201309,1451412997.7293932
0.0,1520954735.915426,1429524489.545203,1489414629.620447,1494332067.4229252,1507327981.374109,1437023684.5205638,1493788849.9129224,1523256839.6774106,1501234615.946114,1514954764.2873948
0.0,1480626058.0537002,1483393571.0162737,1492517113.3987277,1519930154.3696399,1473249400.060395,1488673481.6622896,1449298766.3044474,1478469935.4901733,1503833928.8900695,1482045360.1808069
0.0,1515450918.6302233,1483517695.6026824,1476026194.5559318,1490896060.079461,1467893694.6740456,1464949489.2937787,1513643170.8831027,1511581910.4146671,1487771361.2154324,1457007152.7024255
0.0,1504662046.2418907,1507895642.8338075,1533117679.514937,1422028871.7707834,1518458740.0286903,1510938858.5322168,1513961072.9507842,1511777127.7141922,1506159613.1959703,1452795189.3601222
0.0,1442591842.7964432,1468485426.3062541,1504434215.0201464,1485455925.0468934,1457083752.5109575,1502565740.3112905,1508856323.600325,1499106336.701512,1514925412.6984086,1510350475.3074532
0.0,1532591525.133438,1494134539.6681209,1512507341.0364118,1501068635.2313416,1460486696.8270106,1464431532.295278,1533678555.514238,1483756486.879753,1471754269.0497396,1477229892.9183705
