0,1,2,3,4,5,6,7,8,9
6182659288.996192,6861755613.544986,6150995497.6228,6173047263.503392,6889220800.742847,5857432223.928426,5728282210.303548,6814436556.233673,6535857928.67562,6127205263.338721
5819984207.141667,5625074434.569663,6995677724.94559,6608322578.390629,6941625101.665659,5213735633.845226,5511886073.343129,5052425371.127741,5316356601.358717,6285078755.855899
5612112343.221355,6641512831.928116,6664729928.397038,6018800089.139874,6738196432.654089,6755471924.696639,5199117325.228663,5623215784.800924,6753472242.788621,6755955783.611239
5881650570.361744,6883351643.647674,6980936187.645361,6356209853.710663,5918285105.115932,5485413011.460387,5319283058.703576,5266385193.470992,5137554936.141336,6291433881.443629
6745920015.306047,6462031640.608646,5474578315.02645,6603502726.796392,6448957778.993367,6297649288.0410795,5621575772.643839,6683058341.908725,5654529364.692891,5285113988.738211
6618231344.587576,6720017850.512889,6115393051.559484,6994388775.885605,6891943932.10829,6454601281.008476,5585253806.16461,6532334965.658227,6644482903.951461,6039542946.369084
6574507401.639318,6522377549.642576,6893273092.323328,6356872136.942695,6384983603.156482,6331348779.701852,6016755952.727086,6930957643.352624,5022575360.023245,6004385562.690423
6864464404.756197,6054213187.1401615,6975650491.523765,6007600158.0469475,6927006794.054535,6103059109.636803,6860989825.423765,6965483702.036639,5864863429.275317,5259078412.517524
5641455341.874786,5425353122.394913,6848218912.223209,6913982308.736267,5220889840.326556,5597572372.860515,5606417647.018623,6462256305.153546,6475684250.110378,6718454616.922077
6402247382.310368,5040457578.623731,6043201144.886798,5393900528.300045,6690411886.072325,6411050276.739678,6140302748.085657,6100089576.499196,6394923243.560447,5566994952.9476385
5199331944.5170765,6752446692.778289,6732357115.869844,6667715682.8022585,6292073489.591826,5186198993.283552,6140613920.410937,6903752760.603016,6742541767.771054,5255990433.239208
6685004385.584547,5259773725.8793335,5066245165.631386,6152653584.365297,6245847240.080267,6376344376.367239,6307428914.176519,5418514672.670408,6422377849.693137,5673827637.126972
5212150144.834375,5567153182.122771,5257044489.412859,5302644247.010087,6390710958.266793,5096019152.870614,5812783212.463813,6477501694.506163,5553095122.580941,5661716943.176485
6337986842.680905,6232968243.325314,5156711569.02177,6127942061.9103985,5212403714.599749,6622485480.377056,6091143849.57064,5943996291.883967,5259238744.8557205,5911629491.6476345
5434892035.403991,6890177654.000014,5972579601.050831,6235867339.21503,5938283407.228312,6378995863.242354,5302575580.770334,5594913517.834866,5375916788.771094,6578361002.151865
6397830832.683464,6454656138.630516,6223248799.458681,5207862660.564631,6153236320.738131,6755325960.282974,5275904432.146156,6643617791.021494,6057016968.740488,6306519294.346437
5657135250.753093,6098706461.9044695,5556010685.771719,5847720243.806507,5700756110.792473,5088439391.150083,5000446906.908485,5066525218.654018,5314515739.599174,6707402862.069969
5596494637.253888,5579445569.961385,6260265079.946966,5929868341.294789,5129642529.908909,5088808938.247135,6216628614.440956,6056049484.685276,6756347048.680372,5993390958.104703
6098739123.106436,6723751965.697824,6248782826.249283,6149892117.4277315,5040237558.649695,6997493335.179468,5215488153.986888,6734522707.866379,6207668185.051838,5718981523.447596
6186522272.914729,6763110508.439035,5925021712.538255,5042021623.131395,5255632701.519583,6317701918.057471,6037184236.088011,5299328457.387755,5129794072.5945425,6021339428.490148
